siteid,sitename,county,monitordate,AMB_TEMP_concentration,AMB_TEMP_itemunit,CH4_concentration,CH4_itemunit,CO_concentration,CO_itemunit,NMHC_concentration,NMHC_itemunit,NO_concentration,NO_itemunit,NO2_concentration,NO2_itemunit,NO  _concentration,NO  _itemunit,O3_concentration,O3_itemunit,PM10_concentration,PM10_itemunit,PM2.5_concentration,PM2.5_itemunit,RAINFALL_concentration,RAINFALL_itemunit,RH_concentration,RH_itemunit,SO2_concentration,SO2_itemunit,THC_concentration,THC_itemunit,WD_HR_concentration,WD_HR_itemunit,WIND_DIREC_concentration,WIND_DIREC_itemunit,WIND_SPEED_concentration,WIND_SPEED_itemunit,WS_HR_concentration,WS_HR_itemunit,Temperature,RH,WS,WD,WSGust,WDGust,Precp,file_name,ObsTime
72,Puli,Nantou_County,2024/2/14 11:00,22.6,C,2.02,ppm,0.19,ppm,0.02,ppm,0.1,ppb,1.9,ppb,2,ppb,50.3,ppb,12,£gg/m3,11,£gg/m3,0,mm,34,%,1.5,ppb,2.04,ppm,258,degrees,150,degrees,1.6,m/sec,0.2,m/sec,11,81,0,0,0.9,50,0,C0H890-2024-02-14.csv,2024/2/14 07:00
72,Puli,Nantou_County,2024/2/14 12:00,24.2,C,2,ppm,0.18,ppm,0.02,ppm,0,ppb,1.3,ppb,1.2,ppb,49.3,ppb,17,£gg/m3,8,£gg/m3,0,mm,31,%,1.5,ppb,2.02,ppm,348,degrees,354,degrees,1.9,m/sec,0.6,m/sec,13.6,70,0.4,273,2.5,175,0,C0H890-2024-02-14.csv,2024/2/14 08:00
72,Puli,Nantou_County,2024/2/14 13:00,25.4,C,2,ppm,0.2,ppm,0.02,ppm,0,ppb,1.2,ppb,1,ppb,48.5,ppb,15,£gg/m3,10,£gg/m3,0,mm,30,%,1.6,ppb,2.02,ppm,310,degrees,289,degrees,2,m/sec,0.7,m/sec,16.9,57,0.4,49,1.7,6,0,C0H890-2024-02-14.csv,2024/2/14 09:00
72,Puli,Nantou_County,2024/2/14 14:00,26,C,2,ppm,0.18,ppm,0.02,ppm,0.1,ppb,1.5,ppb,1.6,ppb,50.1,ppb,12,£gg/m3,10,£gg/m3,0,mm,31,%,1.5,ppb,2.02,ppm,294,degrees,289,degrees,3,m/sec,2.2,m/sec,20.8,41,0.6,330,2.2,342,0,C0H890-2024-02-14.csv,2024/2/14 10:00
72,Puli,Nantou_County,2024/2/14 15:00,25.5,C,2,ppm,0.2,ppm,0.03,ppm,  ,ppb,  ,ppb,  ,ppb,53.7,ppb,16,£gg/m3,10,£gg/m3,0,mm,31,%,1.5,ppb,2.04,ppm,287,degrees,286,degrees,4,m/sec,3.3,m/sec,23.8,32,0.6,57,2.7,36,0,C0H890-2024-02-14.csv,2024/2/14 11:00
72,Puli,Nantou_County,2024/2/14 16:00,24.7,C,2.02,ppm,0.22,ppm,0.03,ppm,0,ppb,3.2,ppb,3.1,ppb,57.6,ppb,21,£gg/m3,9,£gg/m3,0,mm,33,%,1.6,ppb,2.04,ppm,289,degrees,291,degrees,3.4,m/sec,3.1,m/sec,24.3,32,0.9,348,3.4,266,0,C0H890-2024-02-14.csv,2024/2/14 12:00
72,Puli,Nantou_County,2024/2/14 17:00,22.8,C,2.06,ppm,0.34,ppm,0.06,ppm,0,ppb,6.8,ppb,6.5,ppb,58.5,ppb,26,£gg/m3,19,£gg/m3,0,mm,45,%,2.5,ppb,2.12,ppm,292,degrees,286,degrees,1.7,m/sec,2.2,m/sec,26.3,31,1,302,3.8,308,0,C0H890-2024-02-14.csv,2024/2/14 13:00
72,Puli,Nantou_County,2024/2/14 18:00,21,C,2.08,ppm,0.42,ppm,0.1,ppm,0,ppb,11.3,ppb,11.3,ppb,46.9,ppb,36,£gg/m3,25,£gg/m3,0,mm,52,%,2.7,ppb,2.18,ppm,265,degrees,160,degrees,0.9,m/sec,1.2,m/sec,25.7,33,2.4,300,5.4,317,0,C0H890-2024-02-14.csv,2024/2/14 14:00
72,Puli,Nantou_County,2024/2/14 19:00,19.4,C,2.1,ppm,0.44,ppm,0.14,ppm,0.1,ppb,14.2,ppb,14.4,ppb,33.7,ppb,29,£gg/m3,21,£gg/m3,0,mm,56,%,2.2,ppb,2.24,ppm,157,degrees,164,degrees,0.9,m/sec,0.9,m/sec,25.1,32,2.1,291,5.7,326,0,C0H890-2024-02-14.csv,2024/2/14 15:00
72,Puli,Nantou_County,2024/2/14 20:00,18,C,2.24,ppm,0.56,ppm,0.18,ppm,0.1,ppb,17.1,ppb,17.2,ppb,22.4,ppb,32,£gg/m3,26,£gg/m3,0,mm,65,%,1.8,ppb,2.42,ppm,185,degrees,169,degrees,0.5,m/sec,0.2,m/sec,23.6,42,1.4,299,5.2,285,0,C0H890-2024-02-14.csv,2024/2/14 16:00
72,Puli,Nantou_County,2024/2/14 21:00,16.9,C,2.21,ppm,0.42,ppm,0.12,ppm,0,ppb,13.6,ppb,13.5,ppb,24.8,ppb,32,£gg/m3,19,£gg/m3,0,mm,71,%,1.8,ppb,2.33,ppm,198,degrees,303,degrees,0.3,m/sec,0.4,m/sec,21,55,1,299,4.1,287,0,C0H890-2024-02-14.csv,2024/2/14 17:00
72,Puli,Nantou_County,2024/2/14 22:00,15.6,C,2.24,ppm,0.43,ppm,0.13,ppm,0.1,ppb,11.9,ppb,12.1,ppb,17.3,ppb,36,£gg/m3,22,£gg/m3,0,mm,81,%,1.7,ppb,2.37,ppm,282,degrees,112,degrees,0.3,m/sec,0.4,m/sec,18.5,66,0.8,220,2.9,299,0,C0H890-2024-02-14.csv,2024/2/14 18:00
72,Puli,Nantou_County,2024/2/14 23:00,15,C,2.19,ppm,0.44,ppm,0.13,ppm,0,ppb,11.9,ppb,11.9,ppb,16,ppb,36,£gg/m3,22,£gg/m3,0,mm,85,%,1.7,ppb,2.31,ppm,313,degrees,323,degrees,0.6,m/sec,0.3,m/sec,16.7,74,0.8,230,1.7,237,0,C0H890-2024-02-14.csv,2024/2/14 19:00
72,Puli,Nantou_County,2024/2/15 00:00,14.5,C,2.25,ppm,0.37,ppm,0.1,ppm,  ,ppb,  ,ppb,  ,ppb,15.4,ppb,30,£gg/m3,24,£gg/m3,0,mm,88,%,1.5,ppb,2.36,ppm,202,degrees,192,degrees,0.5,m/sec,0.2,m/sec,15.6,79,0.3,245,1.7,234,0,C0H890-2024-02-14.csv,2024/2/14 20:00
72,Puli,Nantou_County,2024/2/15 01:00,13.8,C,2.23,ppm,0.34,ppm,0.08,ppm,0,ppb,8.9,ppb,8.8,ppb,14.3,ppb,28,£gg/m3,23,£gg/m3,0,mm,90,%,1.3,ppb,2.31,ppm,310,degrees,302,degrees,0.3,m/sec,0.2,m/sec,14.5,84,0,0,1.8,239,0,C0H890-2024-02-14.csv,2024/2/14 21:00
72,Puli,Nantou_County,2024/2/15 02:00,13.5,C,2.29,ppm,0.31,ppm,0.06,ppm,0.1,ppb,6.8,ppb,7,ppb,14.5,ppb,21,£gg/m3,19,£gg/m3,0,mm,91,%,1.3,ppb,2.35,ppm,214,degrees,209,degrees,0.4,m/sec,0.3,m/sec,13.7,87,0.8,235,2,231,0,C0H890-2024-02-14.csv,2024/2/14 22:00
72,Puli,Nantou_County,2024/2/15 03:00,13,C,2.24,ppm,0.28,ppm,0.06,ppm,0,ppb,6.3,ppb,6.4,ppb,11.5,ppb,25,£gg/m3,18,£gg/m3,0,mm,92,%,1.3,ppb,2.29,ppm,35,degrees,165,degrees,0.6,m/sec,0,m/sec,13.3,88,0,0,2,231,0,C0H890-2024-02-14.csv,2024/2/14 23:00
72,Puli,Nantou_County,2024/2/15 04:00,12.7,C,2.27,ppm,0.28,ppm,0.05,ppm,0,ppb,5.5,ppb,5.2,ppb,12.7,ppb,21,£gg/m3,18,£gg/m3,0,mm,93,%,1.3,ppb,2.33,ppm,301,degrees,336,degrees,0.4,m/sec,0.2,m/sec,12.6,92,0.5,234,1.2,226,0,C0H890-2024-02-15.csv,2024/2/15 00:00
72,Puli,Nantou_County,2024/2/15 05:00,12.3,C,2.25,ppm,0.28,ppm,0.07,ppm,0,ppb,6.9,ppb,6.6,ppb,8,ppb,23,£gg/m3,11,£gg/m3,0,mm,94,%,1.3,ppb,2.31,ppm,305,degrees,327,degrees,0.4,m/sec,0.3,m/sec,12.2,92,0.7,230,1.5,240,0,C0H890-2024-02-15.csv,2024/2/15 01:00
72,Puli,Nantou_County,2024/2/15 06:00,12.1,C,2.27,ppm,0.32,ppm,0.08,ppm,1.1,ppb,10.2,ppb,11.3,ppb,4.8,ppb,21,£gg/m3,21,£gg/m3,0,mm,94,%,1.4,ppb,2.35,ppm,307,degrees,189,degrees,0.3,m/sec,0.1,m/sec,11.8,94,0.6,239,1.4,235,0,C0H890-2024-02-15.csv,2024/2/15 02:00
72,Puli,Nantou_County,2024/2/15 07:00,12.9,C,2.29,ppm,0.44,ppm,0.13,ppm,5.7,ppb,11.3,ppb,17.1,ppb,5,ppb,28,£gg/m3,20,£gg/m3,0,mm,91,%,1.5,ppb,2.43,ppm,310,degrees,282,degrees,0.5,m/sec,0.3,m/sec,11.9,93,0,0,1.3,200,0,C0H890-2024-02-15.csv,2024/2/15 03:00
72,Puli,Nantou_County,2024/2/15 08:00,15.1,C,2.24,ppm,0.48,ppm,0.13,ppm,5.6,ppb,10.8,ppb,16.4,ppb,14.4,ppb,28,£gg/m3,22,£gg/m3,0,mm,81,%,2.2,ppb,2.37,ppm,232,degrees,165,degrees,0.9,m/sec,0.2,m/sec,11.3,95,0,0,1.2,222,0,C0H890-2024-02-15.csv,2024/2/15 04:00
72,Puli,Nantou_County,2024/2/15 09:00,18.8,C,2.17,ppm,0.47,ppm,0.14,ppm,4.3,ppb,11.7,ppb,16.1,ppb,25.1,ppb,34,£gg/m3,25,£gg/m3,0,mm,61,%,1.9,ppb,2.31,ppm,133,degrees,112,degrees,0.8,m/sec,0.2,m/sec,11,94,0,0,0.8,226,0,C0H890-2024-02-15.csv,2024/2/15 05:00
72,Puli,Nantou_County,2024/2/15 10:00,22.3,C,2.04,ppm,0.28,ppm,0.05,ppm,1.1,ppb,6.7,ppb,7.9,ppb,43.4,ppb,27,£gg/m3,17,£gg/m3,0,mm,49,%,2.1,ppb,2.1,ppm,105,degrees,3,degrees,0.9,m/sec,0.4,m/sec,11.1,94,0,0,1.2,263,0,C0H890-2024-02-15.csv,2024/2/15 06:00
72,Puli,Nantou_County,2024/2/15 11:00,24.7,C,2,ppm,0.21,ppm,0.01,ppm,0.2,ppb,3,ppb,3.3,ppb,46.6,ppb,18,£gg/m3,11,£gg/m3,0,mm,45,%,1.6,ppb,2.02,ppm,313,degrees,305,degrees,1.8,m/sec,0.8,m/sec,13.8,82,0,0,0.8,236,0,C0H890-2024-02-15.csv,2024/2/15 07:00
72,Puli,Nantou_County,2024/2/15 12:00,26.1,C,2,ppm,0.19,ppm,0,ppm,0,ppb,1.9,ppb,1.7,ppb,47.1,ppb,15,£gg/m3,11,£gg/m3,0,mm,40,%,1.5,ppb,2,ppm,324,degrees,306,degrees,2.3,m/sec,0.9,m/sec,16.9,69,0.3,166,1.5,66,0,C0H890-2024-02-15.csv,2024/2/15 08:00
72,Puli,Nantou_County,2024/2/15 13:00,27,C,1.99,ppm,0.17,ppm,0,ppm,0,ppb,1.8,ppb,1.5,ppb,44,ppb,12,£gg/m3,9,£gg/m3,0,mm,41,%,1.4,ppb,1.99,ppm,307,degrees,291,degrees,3.3,m/sec,2.1,m/sec,19.7,58,0.7,83,2.2,57,0,C0H890-2024-02-15.csv,2024/2/15 09:00
72,Puli,Nantou_County,2024/2/15 14:00,27.1,C,1.99,ppm,0.19,ppm,0.01,ppm,0,ppb,2.2,ppb,2,ppb,48.3,ppb,15,£gg/m3,13,£gg/m3,0,mm,41,%,1.5,ppb,2,ppm,292,degrees,288,degrees,3.2,m/sec,2.9,m/sec,23.2,50,0.7,357,2.5,91,0,C0H890-2024-02-15.csv,2024/2/15 10:00
72,Puli,Nantou_County,2024/2/15 15:00,26.7,C,2,ppm,0.2,ppm,0.02,ppm,0,ppb,2.8,ppb,2.8,ppb,54.5,ppb,21,£gg/m3,14,£gg/m3,0,mm,42,%,1.6,ppb,2.02,ppm,296,degrees,298,degrees,3.5,m/sec,3.2,m/sec,24.6,45,1.3,55,3.4,319,0,C0H890-2024-02-15.csv,2024/2/15 11:00
72,Puli,Nantou_County,2024/2/15 16:00,25.7,C,2,ppm,0.22,ppm,0.03,ppm,0,ppb,4,ppb,3.9,ppb,55.3,ppb,23,£gg/m3,12,£gg/m3,0,mm,47,%,1.8,ppb,2.04,ppm,293,degrees,299,degrees,3.5,m/sec,3.4,m/sec,26,44,1.4,331,3.6,333,0,C0H890-2024-02-15.csv,2024/2/15 12:00
72,Puli,Nantou_County,2024/2/15 17:00,23.5,C,2.02,ppm,0.26,ppm,0.05,ppm,0,ppb,5.6,ppb,5.2,ppb,46.4,ppb,25,£gg/m3,17,£gg/m3,0,mm,59,%,2,ppb,2.08,ppm,293,degrees,288,degrees,2.7,m/sec,2.6,m/sec,26.2,44,2.8,306,6.3,336,0,C0H890-2024-02-15.csv,2024/2/15 13:00
72,Puli,Nantou_County,2024/2/15 18:00,22,C,2.02,ppm,0.35,ppm,0.11,ppm,  ,ppb,  ,ppb,  ,ppb,31.7,ppb,28,£gg/m3,17,£gg/m3,0,mm,66,%,1.8,ppb,2.14,ppm,271,degrees,142,degrees,0.3,m/sec,0.9,m/sec,26.7,43,2.2,307,6.5,272,0,C0H890-2024-02-15.csv,2024/2/15 14:00
72,Puli,Nantou_County,2024/2/15 19:00,21.5,C,2.06,ppm,0.35,ppm,0.1,ppm,0,ppb,11.1,ppb,10.7,ppb,26.7,ppb,26,£gg/m3,18,£gg/m3,0,mm,69,%,1.9,ppb,2.16,ppm,214,degrees,177,degrees,0.9,m/sec,0.1,m/sec,26,46,2.6,290,5.9,293,0,C0H890-2024-02-15.csv,2024/2/15 15:00
72,Puli,Nantou_County,2024/2/15 20:00,20.2,C,2.1,ppm,0.38,ppm,0.12,ppm,0,ppb,13.2,ppb,13.1,ppb,20.6,ppb,26,£gg/m3,16,£gg/m3,0,mm,76,%,1.9,ppb,2.22,ppm,155,degrees,160,degrees,0.4,m/sec,0.8,m/sec,24.2,58,2.3,290,5.9,279,0,C0H890-2024-02-15.csv,2024/2/15 16:00
72,Puli,Nantou_County,2024/2/15 21:00,18.8,C,2.15,ppm,0.43,ppm,0.15,ppm,0,ppb,16.6,ppb,16.2,ppb,10.2,ppb,34,£gg/m3,21,£gg/m3,0,mm,86,%,1.8,ppb,2.29,ppm,289,degrees,225,degrees,0.4,m/sec,0.4,m/sec,22,68,1.3,281,5.8,271,0,C0H890-2024-02-15.csv,2024/2/15 17:00
72,Puli,Nantou_County,2024/2/15 22:00,18.2,C,2.18,ppm,0.34,ppm,0.1,ppm,0,ppb,13,ppb,12.7,ppb,11,ppb,19,£gg/m3,18,£gg/m3,0,mm,90,%,1.7,ppb,2.27,ppm,197,degrees,287,degrees,0.3,m/sec,0.1,m/sec,21,71,0.5,276,2.7,278,0,C0H890-2024-02-15.csv,2024/2/15 18:00
72,Puli,Nantou_County,2024/2/15 23:00,17.8,C,2.19,ppm,0.34,ppm,0.1,ppm,0,ppb,13,ppb,12.9,ppb,7.2,ppb,21,£gg/m3,14,£gg/m3,0,mm,92,%,1.6,ppb,2.29,ppm,294,degrees,309,degrees,0.4,m/sec,0.4,m/sec,19.2,81,0.7,232,1.4,234,0,C0H890-2024-02-15.csv,2024/2/15 19:00
72,Puli,Nantou_County,2024/2/16 00:00,17.7,C,2.18,ppm,0.32,ppm,0.09,ppm,0,ppb,11.5,ppb,11.3,ppb,7.5,ppb,25,£gg/m3,13,£gg/m3,0,mm,93,%,1.5,ppb,2.27,ppm,299,degrees,323,degrees,0.6,m/sec,0.2,m/sec,18.1,85,0.4,238,1.5,240,0,C0H890-2024-02-15.csv,2024/2/15 20:00
72,Puli,Nantou_County,2024/2/16 01:00,17.2,C,2.2,ppm,0.28,ppm,0.08,ppm,0.7,ppb,7.7,ppb,8.4,ppb,7.3,ppb,19,£gg/m3,12,£gg/m3,0,mm,94,%,1.2,ppb,2.27,ppm,190,degrees,198,degrees,0.3,m/sec,0.1,m/sec,17.1,90,0.9,217,1.5,234,0,C0H890-2024-02-15.csv,2024/2/15 21:00
72,Puli,Nantou_County,2024/2/16 02:00,17,C,2.2,ppm,0.27,ppm,0.07,ppm,0.6,ppb,7.4,ppb,8,ppb,5.8,ppb,20,£gg/m3,15,£gg/m3,0,mm,95,%,1.2,ppb,2.27,ppm,302,degrees,317,degrees,0.4,m/sec,0.4,m/sec,16.8,91,0,0,1.5,206,0,C0H890-2024-02-15.csv,2024/2/15 22:00
72,Puli,Nantou_County,2024/2/16 03:00,16.4,C,2.18,ppm,0.25,ppm,0.06,ppm,0.7,ppb,6.6,ppb,7.3,ppb,5.3,ppb,18,£gg/m3,17,£gg/m3,0,mm,97,%,1.2,ppb,2.24,ppm,321,degrees,324,degrees,0.4,m/sec,0.3,m/sec,16.9,91,0.2,0,1.3,232,0,C0H890-2024-02-15.csv,2024/2/15 23:00
72,Puli,Nantou_County,2024/2/16 04:00,15.9,C,2.18,ppm,0.25,ppm,0.06,ppm,1,ppb,5.8,ppb,6.8,ppb,4.6,ppb,21,£gg/m3,11,£gg/m3,0,mm,98,%,1.1,ppb,2.24,ppm,252,degrees,155,degrees,0.5,m/sec,0.2,m/sec,16.2,94,0.2,0,1.4,244,0,C0H890-2024-02-16.csv,2024/2/16 00:00
72,Puli,Nantou_County,2024/2/16 05:00,15.8,C,2.25,ppm,0.26,ppm,0.07,ppm,1.3,ppb,6.4,ppb,7.7,ppb,2.8,ppb,15,£gg/m3,12,£gg/m3,0,mm,98,%,1.2,ppb,2.31,ppm,341,degrees,332,degrees,0.7,m/sec,0.1,m/sec,16.2,94,0,0,1.3,239,0,C0H890-2024-02-16.csv,2024/2/16 01:00
72,Puli,Nantou_County,2024/2/16 06:00,15.1,C,2.25,ppm,0.3,ppm,0.08,ppm,4.9,ppb,8,ppb,12.9,ppb,1.2,ppb,19,£gg/m3,15,£gg/m3,0,mm,99,%,1.2,ppb,2.34,ppm,297,degrees,263,degrees,0.5,m/sec,0.4,m/sec,15.6,96,0.5,247,1.3,264,0,C0H890-2024-02-16.csv,2024/2/16 02:00
72,Puli,Nantou_County,2024/2/16 07:00,15.7,C,2.25,ppm,0.43,ppm,0.13,ppm,12.5,ppb,7.2,ppb,19.7,ppb,2,ppb,30,£gg/m3,15,£gg/m3,0,mm,96,%,1.2,ppb,2.39,ppm,320,degrees,16,degrees,0.6,m/sec,0.3,m/sec,15.1,97,0,0,0.9,239,0,C0H890-2024-02-16.csv,2024/2/16 03:00
72,Puli,Nantou_County,2024/2/16 08:00,17.3,C,2.23,ppm,0.41,ppm,0.12,ppm,12.1,ppb,7.1,ppb,19.3,ppb,6.3,ppb,24,£gg/m3,19,£gg/m3,0,mm,90,%,1.3,ppb,2.35,ppm,80,degrees,14,degrees,0.6,m/sec,0.1,m/sec,14.7,97,0.3,235,1.5,236,0,C0H890-2024-02-16.csv,2024/2/16 04:00
72,Puli,Nantou_County,2024/2/16 09:00,19.6,C,2.06,ppm,0.24,ppm,0.05,ppm,4.2,ppb,3.1,ppb,7.4,ppb,21.8,ppb,20,£gg/m3,14,£gg/m3,0,mm,72,%,1.2,ppb,2.11,ppm,354,degrees,348,degrees,0.8,m/sec,0.4,m/sec,14.4,98,0,0,0.7,273,0,C0H890-2024-02-16.csv,2024/2/16 05:00
72,Puli,Nantou_County,2024/2/16 10:00,22.2,C,2.02,ppm,0.22,ppm,0.03,ppm,1.7,ppb,3,ppb,4.8,ppb,34,ppb,22,£gg/m3,17,£gg/m3,0,mm,57,%,1.2,ppb,2.04,ppm,10,degrees,327,degrees,1.2,m/sec,0.5,m/sec,14.1,98,0.6,240,1.3,235,0,C0H890-2024-02-16.csv,2024/2/16 06:00
72,Puli,Nantou_County,2024/2/16 11:00,23.9,C,2,ppm,0.21,ppm,0.01,ppm,1,ppb,1.9,ppb,2.9,ppb,41.4,ppb,24,£gg/m3,17,£gg/m3,0,mm,53,%,1.3,ppb,2.02,ppm,297,degrees,284,degrees,3.6,m/sec,1.5,m/sec,15.3,96,0.7,62,1.5,76,0,C0H890-2024-02-16.csv,2024/2/16 07:00
72,Puli,Nantou_County,2024/2/16 12:00,24.4,C,2.02,ppm,0.22,ppm,0.01,ppm,1.1,ppb,2.7,ppb,3.8,ppb,39.6,ppb,22,£gg/m3,13,£gg/m3,0,mm,52,%,1.4,ppb,2.02,ppm,287,degrees,290,degrees,4.3,m/sec,3.8,m/sec,18,81,0.3,320,1.7,205,0,C0H890-2024-02-16.csv,2024/2/16 08:00
72,Puli,Nantou_County,2024/2/16 13:00,24.2,C,2.02,ppm,0.22,ppm,0.01,ppm,1.2,ppb,3.3,ppb,4.5,ppb,41.5,ppb,22,£gg/m3,  ,£gg/m3,0,mm,52,%,1.7,ppb,2.04,ppm,294,degrees,306,degrees,2.7,m/sec,2.8,m/sec,21,62,0.5,155,2.4,156,0,C0H890-2024-02-16.csv,2024/2/16 09:00
72,Puli,Nantou_County,2024/2/16 14:00,23.8,C,  ,ppm,0.22,ppm,  ,ppm,0.8,ppb,2.5,ppb,3.3,ppb,  ,ppb,  ,£gg/m3,13,£gg/m3,  ,mm,54,%,1.2,ppb,  ,ppm,291,degrees,286,degrees,3.6,m/sec,3,m/sec,22.6,56,1.1,30,2.4,35,0,C0H890-2024-02-16.csv,2024/2/16 10:00
72,Puli,Nantou_County,2024/2/16 15:00,23.1,C,  ,ppm,  ,ppm,  ,ppm,  ,ppb,  ,ppb,  ,ppb,45.8,ppb,19,£gg/m3,17,£gg/m3,  ,mm,58,%,  ,ppb,  ,ppm,277,degrees,265,degrees,1.7,m/sec,2.2,m/sec,23.9,55,3.5,275,6.4,262,0,C0H890-2024-02-16.csv,2024/2/16 11:00
72,Puli,Nantou_County,2024/2/16 16:00,22.9,C,2.04,ppm,0.28,ppm,0.04,ppm,0.7,ppb,5,ppb,5.8,ppb,50.1,ppb,27,£gg/m3,17,£gg/m3,0,mm,59,%,1.3,ppb,2.09,ppm,286,degrees,277,degrees,1.4,m/sec,1.2,m/sec,23,60,3.2,299,7.2,274,0,C0H890-2024-02-16.csv,2024/2/16 12:00
72,Puli,Nantou_County,2024/2/16 17:00,22.3,C,2.06,ppm,0.36,ppm,0.07,ppm,0.6,ppb,6.3,ppb,7,ppb,39.9,ppb,30,£gg/m3,18,£gg/m3,0,mm,64,%,1.3,ppb,2.14,ppm,189,degrees,181,degrees,1.1,m/sec,0.8,m/sec,23.4,58,1.9,306,5,312,0,C0H890-2024-02-16.csv,2024/2/16 13:00
72,Puli,Nantou_County,2024/2/16 18:00,21.4,C,2.06,ppm,0.37,ppm,0.09,ppm,0.5,ppb,8.7,ppb,9.3,ppb,27.8,ppb,24,£gg/m3,17,£gg/m3,0,mm,69,%,1.3,ppb,2.15,ppm,155,degrees,165,degrees,1.1,m/sec,1.1,m/sec,23,59,2.5,277,5.8,276,0,C0H890-2024-02-16.csv,2024/2/16 14:00
72,Puli,Nantou_County,2024/2/16 19:00,20.6,C,2.11,ppm,0.41,ppm,0.12,ppm,0.7,ppb,11.1,ppb,11.8,ppb,31.5,ppb,46,£gg/m3,20,£gg/m3,0,mm,71,%,1.4,ppb,2.23,ppm,298,degrees,303,degrees,0.7,m/sec,0.4,m/sec,22.7,61,1.5,277,5.4,278,0,C0H890-2024-02-16.csv,2024/2/16 15:00
72,Puli,Nantou_County,2024/2/16 20:00,20.1,C,2.14,ppm,0.44,ppm,0.13,ppm,1,ppb,14.7,ppb,15.7,ppb,30.5,ppb,43,£gg/m3,25,£gg/m3,0,mm,75,%,1.4,ppb,2.27,ppm,293,degrees,326,degrees,0.5,m/sec,0.5,m/sec,22.6,63,0.7,264,3.2,268,0,C0H890-2024-02-16.csv,2024/2/16 16:00
72,Puli,Nantou_County,2024/2/16 21:00,19.2,C,2.16,ppm,0.4,ppm,0.14,ppm,0.8,ppb,14.4,ppb,15.3,ppb,25.7,ppb,46,£gg/m3,25,£gg/m3,0,mm,77,%,1.4,ppb,2.29,ppm,330,degrees,343,degrees,0.4,m/sec,0.6,m/sec,21.5,69,0.3,218,2,245,0,C0H890-2024-02-16.csv,2024/2/16 17:00
72,Puli,Nantou_County,2024/2/16 22:00,18.4,C,2.16,ppm,0.4,ppm,0.15,ppm,0.7,ppb,13.2,ppb,14,ppb,22,ppb,50,£gg/m3,27,£gg/m3,0,mm,80,%,1.5,ppb,2.31,ppm,346,degrees,6,degrees,0.6,m/sec,0.5,m/sec,20.2,76,0.4,218,1.5,234,0,C0H890-2024-02-16.csv,2024/2/16 18:00
72,Puli,Nantou_County,2024/2/16 23:00,17.9,C,2.15,ppm,0.35,ppm,0.12,ppm,0.6,ppb,10.9,ppb,11.5,ppb,22,ppb,34,£gg/m3,19,£gg/m3,0,mm,83,%,1.4,ppb,2.27,ppm,331,degrees,285,degrees,0.5,m/sec,0.4,m/sec,19.5,74,0.4,288,1.7,332,0,C0H890-2024-02-16.csv,2024/2/16 19:00
72,Puli,Nantou_County,2024/2/17 00:00,17.8,C,2.16,ppm,0.34,ppm,0.1,ppm,0.5,ppb,9.8,ppb,10.4,ppb,21.7,ppb,39,£gg/m3,17,£gg/m3,0,mm,86,%,1.3,ppb,2.25,ppm,315,degrees,312,degrees,0.5,m/sec,0.5,m/sec,18.6,78,0.7,324,1.5,290,0,C0H890-2024-02-16.csv,2024/2/16 20:00
72,Puli,Nantou_County,2024/2/17 01:00,17.4,C,2.21,ppm,0.34,ppm,0.12,ppm,0.2,ppb,11.7,ppb,11.9,ppb,14.3,ppb,32,£gg/m3,14,£gg/m3,0,mm,89,%,1.3,ppb,2.33,ppm,339,degrees,338,degrees,0.4,m/sec,0.3,m/sec,17.9,80,0,0,1.3,314,0,C0H890-2024-02-16.csv,2024/2/16 21:00
72,Puli,Nantou_County,2024/2/17 02:00,17,C,2.2,ppm,0.31,ppm,0.09,ppm,0,ppb,9.1,ppb,8.9,ppb,12,ppb,29,£gg/m3,15,£gg/m3,0,mm,92,%,1.2,ppb,2.29,ppm,30,degrees,57,degrees,0.6,m/sec,0.2,m/sec,17.5,82,0.2,0,1.3,322,0,C0H890-2024-02-16.csv,2024/2/16 22:00
72,Puli,Nantou_County,2024/2/17 03:00,16.7,C,2.22,ppm,0.31,ppm,0.1,ppm,0,ppb,8.4,ppb,8.1,ppb,9.9,ppb,32,£gg/m3,18,£gg/m3,0,mm,93,%,1.1,ppb,2.31,ppm,307,degrees,151,degrees,0.6,m/sec,0.1,m/sec,17.3,83,0.3,292,1.6,253,0,C0H890-2024-02-16.csv,2024/2/16 23:00
72,Puli,Nantou_County,2024/2/17 04:00,16.8,C,2.27,ppm,0.31,ppm,0.1,ppm,0,ppb,8.8,ppb,8.7,ppb,6.5,ppb,27,£gg/m3,19,£gg/m3,0,mm,94,%,1.1,ppb,2.38,ppm,317,degrees,334,degrees,0.4,m/sec,0.3,m/sec,16.9,90,0.4,243,1.2,234,0,C0H890-2024-02-17.csv,2024/2/17 00:00
72,Puli,Nantou_County,2024/2/17 05:00,16.3,C,2.29,ppm,0.3,ppm,0.09,ppm,0,ppb,8.2,ppb,8,ppb,8.2,ppb,25,£gg/m3,18,£gg/m3,0,mm,96,%,1.2,ppb,2.39,ppm,320,degrees,90,degrees,0.4,m/sec,0.3,m/sec,16.1,91,0,0,1,274,0,C0H890-2024-02-17.csv,2024/2/17 01:00
