siteid,sitename,county,monitordate,AMB_TEMP_concentration,AMB_TEMP_itemunit,CH4_concentration,CH4_itemunit,CO_concentration,CO_itemunit,NMHC_concentration,NMHC_itemunit,NO_concentration,NO_itemunit,NO2_concentration,NO2_itemunit,NO  _concentration,NO  _itemunit,O3_concentration,O3_itemunit,PM10_concentration,PM10_itemunit,PM2.5_concentration,PM2.5_itemunit,RAINFALL_concentration,RAINFALL_itemunit,RH_concentration,RH_itemunit,SO2_concentration,SO2_itemunit,THC_concentration,THC_itemunit,WD_HR_concentration,WD_HR_itemunit,WIND_DIREC_concentration,WIND_DIREC_itemunit,WIND_SPEED_concentration,WIND_SPEED_itemunit,WS_HR_concentration,WS_HR_itemunit,Temperature,RH,WS,WD,WSGust,WDGust,Precp,file_name,ObsTime
72,Puli,Nantou_County,2024/1/1 00:00,19.5,C,2.18,ppm,0.44,ppm,0.09,ppm,1.5,ppb,9.3,ppb,10.8,ppb,17.2,ppb,38,£gg/m3,37,£gg/m3,0,mm,85,%,1.5,ppb,2.27,ppm,290,degrees,323,degrees,0.7,m/sec,0.3,m/sec,18.5,89,0,0,1.6,258,0,C0H890-2024-01-01.csv,2024/1/1 00:00
72,Puli,Nantou_County,2024/1/1 01:00,19.2,C,2.27,ppm,0.41,ppm,0.07,ppm,1.2,ppb,8.2,ppb,9.4,ppb,14.3,ppb,43,£gg/m3,35,£gg/m3,0,mm,89,%,1.2,ppb,2.34,ppm,301,degrees,278,degrees,1,m/sec,0.3,m/sec,18.5,88,0.3,230,1,216,0,C0H890-2024-01-01.csv,2024/1/1 01:00
72,Puli,Nantou_County,2024/1/1 02:00,19.1,C,2.25,ppm,0.47,ppm,0.1,ppm,0.4,ppb,9.3,ppb,9.8,ppb,9.5,ppb,43,£gg/m3,37,£gg/m3,0,mm,90,%,1.1,ppb,2.36,ppm,291,degrees,295,degrees,0.7,m/sec,0.3,m/sec,18.1,89,0.5,249,1.1,247,0,C0H890-2024-01-01.csv,2024/1/1 02:00
72,Puli,Nantou_County,2024/1/1 03:00,18.7,C,2.24,ppm,0.45,ppm,0.11,ppm,0.7,ppb,8.8,ppb,9.6,ppb,8.4,ppb,43,£gg/m3,36,£gg/m3,0,mm,91,%,1,ppb,2.35,ppm,265,degrees,294,degrees,1,m/sec,0.1,m/sec,17.7,93,0.5,282,1.1,300,0,C0H890-2024-01-01.csv,2024/1/1 03:00
72,Puli,Nantou_County,2024/1/1 04:00,18.3,C,2.24,ppm,0.41,ppm,0.07,ppm,0.7,ppb,7.6,ppb,8.4,ppb,8,ppb,30,£gg/m3,23,£gg/m3,0,mm,93,%,1,ppb,2.31,ppm,319,degrees,349,degrees,0.4,m/sec,0.5,m/sec,17.4,94,0,0,0.8,238,0,C0H890-2024-01-01.csv,2024/1/1 04:00
72,Puli,Nantou_County,2024/1/1 05:00,18,C,2.25,ppm,0.4,ppm,0.07,ppm,0.5,ppb,7.2,ppb,7.8,ppb,6.6,ppb,31,£gg/m3,21,£gg/m3,0,mm,94,%,0.9,ppb,2.31,ppm,201,degrees,333,degrees,0.5,m/sec,0.1,m/sec,16.8,96,0.5,241,1.1,243,0,C0H890-2024-01-01.csv,2024/1/1 05:00
72,Puli,Nantou_County,2024/1/1 06:00,17.5,C,2.24,ppm,0.42,ppm,0.08,ppm,4.4,ppb,8.9,ppb,13.3,ppb,2.5,ppb,33,£gg/m3,23,£gg/m3,0,mm,96,%,1,ppb,2.31,ppm,315,degrees,326,degrees,0.5,m/sec,0.4,m/sec,16.8,97,0,0,1.5,322,0,C0H890-2024-01-01.csv,2024/1/1 06:00
72,Puli,Nantou_County,2024/1/1 07:00,17.6,C,2.19,ppm,0.42,ppm,0.08,ppm,2.2,ppb,6.4,ppb,8.6,ppb,5.5,ppb,31,£gg/m3,25,£gg/m3,0,mm,96,%,0.9,ppb,2.27,ppm,314,degrees,292,degrees,0.4,m/sec,0.4,m/sec,17.4,94,0,0,0.8,232,0,C0H890-2024-01-01.csv,2024/1/1 07:00
72,Puli,Nantou_County,2024/1/1 08:00,18.2,C,2.22,ppm,0.52,ppm,0.13,ppm,6.6,ppb,8.5,ppb,15.1,ppb,6.9,ppb,32,£gg/m3,23,£gg/m3,0,mm,93,%,1,ppb,2.35,ppm,242,degrees,254,degrees,0.4,m/sec,0.3,m/sec,18.9,87,0,0,1.1,325,0,C0H890-2024-01-01.csv,2024/1/1 08:00
72,Puli,Nantou_County,2024/1/1 09:00,19.9,C,2.21,ppm,0.55,ppm,0.16,ppm,6.2,ppb,9.5,ppb,15.7,ppb,13.6,ppb,42,£gg/m3,29,£gg/m3,0,mm,85,%,1.2,ppb,2.37,ppm,311,degrees,313,degrees,0.7,m/sec,0.3,m/sec,20.7,76,0.3,186,1.5,33,0,C0H890-2024-01-01.csv,2024/1/1 09:00
72,Puli,Nantou_County,2024/1/1 10:00,21.8,C,2.13,ppm,0.44,ppm,0.1,ppm,3.3,ppb,6.6,ppb,9.9,ppb,28.7,ppb,33,£gg/m3,21,£gg/m3,0,mm,71,%,1.2,ppb,2.23,ppm,42,degrees,331,degrees,1.1,m/sec,0.3,m/sec,22.2,68,0.6,326,1.7,302,0,C0H890-2024-01-01.csv,2024/1/1 10:00
72,Puli,Nantou_County,2024/1/1 11:00,23.4,C,2.08,ppm,0.35,ppm,0.06,ppm,1.7,ppb,5.1,ppb,6.9,ppb,45.5,ppb,25,£gg/m3,20,£gg/m3,0,mm,62,%,1.2,ppb,2.14,ppm,271,degrees,281,degrees,1.2,m/sec,0.6,m/sec,23.6,62,0.7,356,2.3,325,0,C0H890-2024-01-01.csv,2024/1/1 11:00
72,Puli,Nantou_County,2024/1/1 12:00,24.3,C,2.06,ppm,0.32,ppm,0.04,ppm,0.8,ppb,2.9,ppb,3.8,ppb,52.7,ppb,30,£gg/m3,22,£gg/m3,0,mm,59,%,1.4,ppb,2.1,ppm,287,degrees,286,degrees,2.6,m/sec,1.4,m/sec,24,60,2.5,306,4.1,309,0,C0H890-2024-01-01.csv,2024/1/1 12:00
72,Puli,Nantou_County,2024/1/1 13:00,24.8,C,2.06,ppm,0.3,ppm,0.03,ppm,0.5,ppb,1.8,ppb,2.3,ppb,54.3,ppb,25,£gg/m3,22,£gg/m3,0,mm,56,%,1.3,ppb,2.1,ppm,292,degrees,300,degrees,3.5,m/sec,2.4,m/sec,23.7,59,3.2,289,5.9,287,0,C0H890-2024-01-01.csv,2024/1/1 13:00
72,Puli,Nantou_County,2024/1/1 14:00,23.9,C,2.13,ppm,0.37,ppm,0.04,ppm,0.4,ppb,2.9,ppb,3.3,ppb,59.7,ppb,38,£gg/m3,24,£gg/m3,0,mm,56,%,1.3,ppb,2.17,ppm,293,degrees,295,degrees,3.4,m/sec,3.4,m/sec,22.8,58,2.7,310,6.5,321,0,C0H890-2024-01-01.csv,2024/1/1 14:00
72,Puli,Nantou_County,2024/1/1 15:00,22.9,C,2.11,ppm,0.38,ppm,0.05,ppm,0.7,ppb,3.7,ppb,4.4,ppb,63,ppb,34,£gg/m3,22,£gg/m3,0,mm,56,%,1.5,ppb,2.16,ppm,296,degrees,292,degrees,2.8,m/sec,2.7,m/sec,22.3,58,2.4,279,5.2,316,0,C0H890-2024-01-01.csv,2024/1/1 15:00
72,Puli,Nantou_County,2024/1/1 16:00,21.9,C,2.11,ppm,0.4,ppm,0.05,ppm,0.6,ppb,4.2,ppb,4.9,ppb,62.1,ppb,41,£gg/m3,21,£gg/m3,0,mm,57,%,1.5,ppb,2.16,ppm,290,degrees,284,degrees,1.7,m/sec,2.5,m/sec,21.1,60,1.5,276,4,268,0,C0H890-2024-01-01.csv,2024/1/1 16:00
72,Puli,Nantou_County,2024/1/1 17:00,21,C,2.12,ppm,0.47,ppm,0.09,ppm,0.5,ppb,7.1,ppb,7.7,ppb,53.5,ppb,40,£gg/m3,23,£gg/m3,0,mm,60,%,1.5,ppb,2.21,ppm,299,degrees,277,degrees,1,m/sec,1.1,m/sec,19.4,73,0.4,259,3.1,283,0,C0H890-2024-01-01.csv,2024/1/1 17:00
72,Puli,Nantou_County,2024/1/1 18:00,19.5,C,2.17,ppm,0.57,ppm,0.14,ppm,1,ppb,13.2,ppb,14.3,ppb,36.8,ppb,46,£gg/m3,28,£gg/m3,0,mm,73,%,1.3,ppb,2.31,ppm,281,degrees,327,degrees,0.8,m/sec,0.6,m/sec,17.7,79,0.7,282,1.7,285,0,C0H890-2024-01-01.csv,2024/1/1 18:00
72,Puli,Nantou_County,2024/1/1 19:00,18.2,C,2.16,ppm,0.52,ppm,0.1,ppm,0.4,ppb,11.7,ppb,12.2,ppb,32.3,ppb,41,£gg/m3,26,£gg/m3,0,mm,78,%,1.2,ppb,2.25,ppm,309,degrees,302,degrees,0.8,m/sec,0.8,m/sec,16.8,84,0.3,266,1.6,295,0,C0H890-2024-01-01.csv,2024/1/1 19:00
72,Puli,Nantou_County,2024/1/1 20:00,17.2,C,2.15,ppm,0.52,ppm,0.1,ppm,0.4,ppb,11,ppb,11.4,ppb,26.3,ppb,41,£gg/m3,30,£gg/m3,0,mm,86,%,1.2,ppb,2.25,ppm,306,degrees,304,degrees,1.4,m/sec,0.8,m/sec,15.8,90,0.7,290,1.7,293,0,C0H890-2024-01-01.csv,2024/1/1 20:00
72,Puli,Nantou_County,2024/1/1 21:00,16.5,C,2.17,ppm,0.48,ppm,0.07,ppm,0.7,ppb,9.6,ppb,10.3,ppb,21.2,ppb,39,£gg/m3,27,£gg/m3,0,mm,89,%,1.1,ppb,2.24,ppm,341,degrees,350,degrees,0.4,m/sec,0.5,m/sec,15.6,89,0,0,1.7,296,0,C0H890-2024-01-01.csv,2024/1/1 21:00
72,Puli,Nantou_County,2024/1/1 22:00,16,C,2.18,ppm,0.46,ppm,0.08,ppm,0.7,ppb,8.1,ppb,8.9,ppb,22.3,ppb,39,£gg/m3,24,£gg/m3,0,mm,89,%,1.1,ppb,2.25,ppm,320,degrees,308,degrees,0.4,m/sec,0.5,m/sec,14.7,95,0.6,240,1.3,243,0,C0H890-2024-01-01.csv,2024/1/1 22:00
72,Puli,Nantou_County,2024/1/1 23:00,15.4,C,2.24,ppm,0.48,ppm,0.09,ppm,0.7,ppb,9.6,ppb,10.3,ppb,11.7,ppb,38,£gg/m3,26,£gg/m3,0,mm,93,%,1.1,ppb,2.33,ppm,318,degrees,287,degrees,0.5,m/sec,0.5,m/sec,14.1,96,0.7,235,1.2,251,0,C0H890-2024-01-01.csv,2024/1/1 23:00
72,Puli,Nantou_County,2024/1/2 00:00,15,C,2.22,ppm,0.44,ppm,0.07,ppm,0.8,ppb,6.5,ppb,7.4,ppb,12.7,ppb,32,£gg/m3,22,£gg/m3,0,mm,95,%,1,ppb,2.29,ppm,313,degrees,349,degrees,0.5,m/sec,0.4,m/sec,13.6,96,0.2,0,1.3,236,0,C0H890-2024-01-02.csv,2024/1/2 00:00
72,Puli,Nantou_County,2024/1/2 01:00,14.6,C,2.23,ppm,0.41,ppm,0.07,ppm,1,ppb,5.3,ppb,6.3,ppb,9.9,ppb,38,£gg/m3,28,£gg/m3,0,mm,96,%,1.2,ppb,2.29,ppm,319,degrees,312,degrees,0.4,m/sec,0.4,m/sec,13.6,97,0,0,1.1,247,0,C0H890-2024-01-02.csv,2024/1/2 01:00
72,Puli,Nantou_County,2024/1/2 02:00,14.3,C,2.31,ppm,0.39,ppm,0.07,ppm,1.1,ppb,3.9,ppb,5,ppb,5.8,ppb,31,£gg/m3,18,£gg/m3,0,mm,96,%,1,ppb,2.39,ppm,323,degrees,322,degrees,0.5,m/sec,0.5,m/sec,13,98,0.8,243,1.4,259,0,C0H890-2024-01-02.csv,2024/1/2 02:00
72,Puli,Nantou_County,2024/1/2 03:00,13.8,C,2.25,ppm,0.39,ppm,0.07,ppm,0.9,ppb,4.1,ppb,5,ppb,5.1,ppb,28,£gg/m3,22,£gg/m3,0,mm,97,%,1,ppb,2.33,ppm,322,degrees,331,degrees,0.5,m/sec,0.4,m/sec,12.8,97,0,0,1.4,236,0,C0H890-2024-01-02.csv,2024/1/2 03:00
72,Puli,Nantou_County,2024/1/2 04:00,13.5,C,2.31,ppm,0.38,ppm,0.08,ppm,1,ppb,3.6,ppb,4.7,ppb,3.7,ppb,27,£gg/m3,21,£gg/m3,0,mm,97,%,1,ppb,2.39,ppm,325,degrees,344,degrees,0.4,m/sec,0.5,m/sec,12.9,98,0,0,0.9,233,0,C0H890-2024-01-02.csv,2024/1/2 04:00
72,Puli,Nantou_County,2024/1/2 05:00,13.3,C,2.29,ppm,0.38,ppm,0.07,ppm,1.4,ppb,3.9,ppb,5.3,ppb,3,ppb,24,£gg/m3,23,£gg/m3,0,mm,98,%,1.1,ppb,2.37,ppm,319,degrees,346,degrees,0.3,m/sec,0.1,m/sec,12.7,100,0.4,246,1.2,245,0,C0H890-2024-01-02.csv,2024/1/2 05:00
72,Puli,Nantou_County,2024/1/2 06:00,13.1,C,2.31,ppm,0.4,ppm,0.08,ppm,2.5,ppb,5.2,ppb,7.8,ppb,2.1,ppb,27,£gg/m3,23,£gg/m3,0,mm,99,%,1.1,ppb,2.39,ppm,333,degrees,12,degrees,0.7,m/sec,0.3,m/sec,12.6,100,0.2,0,1,319,0,C0H890-2024-01-02.csv,2024/1/2 06:00
72,Puli,Nantou_County,2024/1/2 07:00,13,C,2.27,ppm,0.45,ppm,0.1,ppm,4.6,ppb,5.2,ppb,9.8,ppb,3.4,ppb,28,£gg/m3,22,£gg/m3,0,mm,99,%,1.1,ppb,2.38,ppm,138,degrees,148,degrees,0.8,m/sec,0.6,m/sec,13,99,0.3,147,2,202,0,C0H890-2024-01-02.csv,2024/1/2 07:00
72,Puli,Nantou_County,2024/1/2 08:00,14.3,C,2.25,ppm,0.48,ppm,0.12,ppm,6.9,ppb,5.8,ppb,12.7,ppb,6.8,ppb,25,£gg/m3,18,£gg/m3,0,mm,96,%,1.1,ppb,2.37,ppm,324,degrees,349,degrees,0.8,m/sec,0.3,m/sec,14,96,0.8,40,1.9,343,0,C0H890-2024-01-02.csv,2024/1/2 08:00
72,Puli,Nantou_County,2024/1/2 09:00,16.4,C,2.24,ppm,0.49,ppm,0.12,ppm,8.2,ppb,7,ppb,15.2,ppb,11.4,ppb,35,£gg/m3,21,£gg/m3,0,mm,88,%,1.2,ppb,2.36,ppm,329,degrees,307,degrees,0.8,m/sec,0.4,m/sec,17.3,80,0,0,2,54,0,C0H890-2024-01-02.csv,2024/1/2 09:00
72,Puli,Nantou_County,2024/1/2 10:00,19.4,C,2.12,ppm,0.38,ppm,0.07,ppm,4.1,ppb,4.5,ppb,8.7,ppb,36.8,ppb,35,£gg/m3,30,£gg/m3,0,mm,71,%,1.2,ppb,2.19,ppm,313,degrees,299,degrees,1.4,m/sec,0.3,m/sec,19.8,66,1,301,2,21,0,C0H890-2024-01-02.csv,2024/1/2 10:00
72,Puli,Nantou_County,2024/1/2 11:00,21.2,C,2.06,ppm,0.28,ppm,0.03,ppm,1.3,ppb,1.6,ppb,2.9,ppb,46.4,ppb,23,£gg/m3,21,£gg/m3,0,mm,58,%,1.2,ppb,2.1,ppm,306,degrees,266,degrees,1.8,m/sec,1,m/sec,21.3,54,1,341,2.8,325,0,C0H890-2024-01-02.csv,2024/1/2 11:00
72,Puli,Nantou_County,2024/1/2 12:00,22.6,C,2.06,ppm,0.27,ppm,0.02,ppm,1.2,ppb,0.5,ppb,1.7,ppb,43.7,ppb,22,£gg/m3,20,£gg/m3,0,mm,53,%,1.3,ppb,2.08,ppm,313,degrees,294,degrees,1.7,m/sec,1.6,m/sec,22.3,61,0.8,336,3.7,324,0,C0H890-2024-01-02.csv,2024/1/2 12:00
72,Puli,Nantou_County,2024/1/2 13:00,23.2,C,2.08,ppm,0.32,ppm,0.03,ppm,1.4,ppb,0.7,ppb,2.2,ppb,46.4,ppb,36,£gg/m3,23,£gg/m3,0,mm,57,%,1.3,ppb,2.11,ppm,302,degrees,290,degrees,2.6,m/sec,1.8,m/sec,22.5,63,1.8,294,3.9,316,0,C0H890-2024-01-02.csv,2024/1/2 13:00
72,Puli,Nantou_County,2024/1/2 14:00,23,C,2.09,ppm,0.33,ppm,0.03,ppm,1.1,ppb,0.7,ppb,1.9,ppb,49.5,ppb,36,£gg/m3,23,£gg/m3,0,mm,59,%,1.3,ppb,2.12,ppm,290,degrees,299,degrees,1.9,m/sec,1.7,m/sec,23.1,59,2.6,292,4.6,285,0,C0H890-2024-01-02.csv,2024/1/2 14:00
72,Puli,Nantou_County,2024/1/2 15:00,22.9,C,2.1,ppm,0.36,ppm,0.05,ppm,1,ppb,2,ppb,3,ppb,60,ppb,40,£gg/m3,25,£gg/m3,0,mm,58,%,1.5,ppb,2.15,ppm,289,degrees,290,degrees,3.1,m/sec,3.2,m/sec,21.6,64,1.7,311,5.3,273,0,C0H890-2024-01-02.csv,2024/1/2 15:00
72,Puli,Nantou_County,2024/1/2 16:00,21.7,C,2.11,ppm,0.4,ppm,0.07,ppm,1.4,ppb,3.3,ppb,4.7,ppb,65.6,ppb,46,£gg/m3,33,£gg/m3,0,mm,61,%,1.6,ppb,2.18,ppm,292,degrees,295,degrees,1.9,m/sec,2.2,m/sec,20.8,67,1.1,292,4.2,288,0,C0H890-2024-01-02.csv,2024/1/2 16:00
72,Puli,Nantou_County,2024/1/2 17:00,20.8,C,2.13,ppm,0.47,ppm,0.1,ppm,0.9,ppb,7,ppb,8,ppb,64.7,ppb,53,£gg/m3,40,£gg/m3,0,mm,66,%,1.5,ppb,2.23,ppm,295,degrees,256,degrees,1.3,m/sec,1.1,m/sec,19.8,73,0.3,266,2.1,314,0,C0H890-2024-01-02.csv,2024/1/2 17:00
72,Puli,Nantou_County,2024/1/2 18:00,20.1,C,2.14,ppm,0.54,ppm,0.17,ppm,0.7,ppb,14.9,ppb,15.6,ppb,50,ppb,61,£gg/m3,37,£gg/m3,0,mm,70,%,1.5,ppb,2.31,ppm,299,degrees,333,degrees,0.8,m/sec,0.8,m/sec,19,80,0,0,1.2,243,0,C0H890-2024-01-02.csv,2024/1/2 18:00
72,Puli,Nantou_County,2024/1/2 19:00,19.4,C,2.16,ppm,0.48,ppm,0.14,ppm,0.8,ppb,12.4,ppb,13.2,ppb,45.5,ppb,52,£gg/m3,37,£gg/m3,0,mm,74,%,1.6,ppb,2.29,ppm,315,degrees,291,degrees,0.6,m/sec,0.6,m/sec,18.4,81,0.2,0,1.2,357,0,C0H890-2024-01-02.csv,2024/1/2 19:00
72,Puli,Nantou_County,2024/1/2 20:00,18.9,C,2.17,ppm,0.49,ppm,0.14,ppm,1.1,ppb,11.8,ppb,12.9,ppb,35.9,ppb,45,£gg/m3,34,£gg/m3,0,mm,79,%,1.5,ppb,2.31,ppm,306,degrees,298,degrees,0.6,m/sec,0.7,m/sec,17.8,84,0.7,283,1.9,288,0,C0H890-2024-01-02.csv,2024/1/2 20:00
72,Puli,Nantou_County,2024/1/2 21:00,18.4,C,2.15,ppm,0.46,ppm,0.14,ppm,0.9,ppb,10.8,ppb,11.7,ppb,32,ppb,46,£gg/m3,30,£gg/m3,0,mm,83,%,1.4,ppb,2.29,ppm,320,degrees,318,degrees,0.4,m/sec,0.4,m/sec,17.3,87,0.6,304,1.4,262,0,C0H890-2024-01-02.csv,2024/1/2 21:00
72,Puli,Nantou_County,2024/1/2 22:00,17.9,C,2.16,ppm,0.44,ppm,0.12,ppm,1.1,ppb,10.1,ppb,11.2,ppb,27.8,ppb,51,£gg/m3,30,£gg/m3,0,mm,88,%,1.3,ppb,2.27,ppm,321,degrees,357,degrees,0.4,m/sec,0.4,m/sec,17.2,90,0,0,1.5,278,0,C0H890-2024-01-02.csv,2024/1/2 22:00
72,Puli,Nantou_County,2024/1/2 23:00,17.6,C,2.21,ppm,0.44,ppm,0.12,ppm,0.7,ppb,9,ppb,9.8,ppb,22.6,ppb,49,£gg/m3,25,£gg/m3,0,mm,90,%,1.2,ppb,2.33,ppm,317,degrees,316,degrees,0.6,m/sec,0.4,m/sec,16.7,93,0.4,232,1.3,286,0,C0H890-2024-01-02.csv,2024/1/2 23:00
72,Puli,Nantou_County,2024/1/3 00:00,17.4,C,2.24,ppm,0.42,ppm,0.11,ppm,0.7,ppb,7.3,ppb,8.1,ppb,15.9,ppb,43,£gg/m3,32,£gg/m3,0,mm,92,%,1.2,ppb,2.35,ppm,347,degrees,82,degrees,0.8,m/sec,0.4,m/sec,16.7,91,0,0,1.2,292,0,C0H890-2024-01-03.csv,2024/1/3 00:00
72,Puli,Nantou_County,2024/1/3 01:00,17.3,C,2.29,ppm,0.4,ppm,0.12,ppm,2,ppb,7.6,ppb,9.6,ppb,16.1,ppb,39,£gg/m3,35,£gg/m3,0,mm,92,%,0.9,ppb,2.41,ppm,167,degrees,169,degrees,1.3,m/sec,0.8,m/sec,16.8,92,0.9,183,1.7,165,0,C0H890-2024-01-03.csv,2024/1/3 01:00
72,Puli,Nantou_County,2024/1/3 02:00,17.1,C,2.29,ppm,0.37,ppm,0.08,ppm,1.3,ppb,5.2,ppb,6.6,ppb,14.9,ppb,32,£gg/m3,26,£gg/m3,0,mm,92,%,0.8,ppb,2.37,ppm,334,degrees,353,degrees,0.5,m/sec,0.1,m/sec,16.2,97,0,0,1.2,248,0,C0H890-2024-01-03.csv,2024/1/3 02:00
72,Puli,Nantou_County,2024/1/3 03:00,16.7,C,2.29,ppm,0.39,ppm,0.09,ppm,1.1,ppb,5.5,ppb,6.7,ppb,12.1,ppb,42,£gg/m3,30,£gg/m3,0,mm,95,%,0.9,ppb,2.39,ppm,264,degrees,279,degrees,0.7,m/sec,0.1,m/sec,15.9,97,0,0,0.9,219,0,C0H890-2024-01-03.csv,2024/1/3 03:00
72,Puli,Nantou_County,2024/1/3 04:00,16.5,C,2.31,ppm,0.38,ppm,0.08,ppm,0.9,ppb,5,ppb,6,ppb,8.4,ppb,39,£gg/m3,30,£gg/m3,0,mm,96,%,0.9,ppb,2.4,ppm,241,degrees,174,degrees,0.7,m/sec,0,m/sec,15.8,97,0,0,0.8,196,0,C0H890-2024-01-03.csv,2024/1/3 04:00
72,Puli,Nantou_County,2024/1/3 05:00,16.3,C,2.29,ppm,0.36,ppm,0.07,ppm,1.1,ppb,4.6,ppb,5.7,ppb,8,ppb,37,£gg/m3,28,£gg/m3,0,mm,95,%,0.9,ppb,2.37,ppm,311,degrees,342,degrees,0.8,m/sec,0.2,m/sec,15.5,99,0,0,1.8,332,0,C0H890-2024-01-03.csv,2024/1/3 05:00
72,Puli,Nantou_County,2024/1/3 06:00,16.1,C,2.49,ppm,0.44,ppm,0.1,ppm,2.6,ppb,6.7,ppb,9.4,ppb,2.7,ppb,41,£gg/m3,29,£gg/m3,0,mm,98,%,0.9,ppb,2.59,ppm,167,degrees,164,degrees,1.4,m/sec,0.3,m/sec,15.3,98,0.8,180,1.9,173,0,C0H890-2024-01-03.csv,2024/1/3 06:00
72,Puli,Nantou_County,2024/1/3 07:00,15.8,C,2.34,ppm,0.51,ppm,0.12,ppm,7.5,ppb,6.7,ppb,14.2,ppb,3.3,ppb,40,£gg/m3,25,£gg/m3,0,mm,97,%,0.9,ppb,2.46,ppm,302,degrees,347,degrees,1.3,m/sec,0.3,m/sec,15.1,99,0.9,360,2.8,315,0,C0H890-2024-01-03.csv,2024/1/3 07:00
72,Puli,Nantou_County,2024/1/3 08:00,16.6,C,2.29,ppm,0.44,ppm,0.11,ppm,6.8,ppb,5.1,ppb,12,ppb,9.1,ppb,38,£gg/m3,29,£gg/m3,0,mm,95,%,1,ppb,2.4,ppm,142,degrees,166,degrees,2,m/sec,0.9,m/sec,17.7,86,1.5,183,3.2,192,0,C0H890-2024-01-03.csv,2024/1/3 08:00
72,Puli,Nantou_County,2024/1/3 09:00,18.9,C,2.17,ppm,0.41,ppm,0.09,ppm,4.7,ppb,4.7,ppb,9.4,ppb,23.5,ppb,41,£gg/m3,25,£gg/m3,0,mm,80,%,0.9,ppb,2.25,ppm,195,degrees,280,degrees,0.6,m/sec,0.5,m/sec,20.4,70,0.6,206,2,167,0,C0H890-2024-01-03.csv,2024/1/3 09:00
72,Puli,Nantou_County,2024/1/3 10:00,20.9,C,2.1,ppm,0.36,ppm,0.07,ppm,3,ppb,3.9,ppb,6.9,ppb,39.5,ppb,30,£gg/m3,18,£gg/m3,0,mm,64,%,1,ppb,2.17,ppm,229,degrees,353,degrees,0.8,m/sec,0.4,m/sec,21.2,64,1.4,293,3.8,317,0,C0H890-2024-01-03.csv,2024/1/3 10:00
72,Puli,Nantou_County,2024/1/3 11:00,22.5,C,2.06,ppm,0.3,ppm,0.04,ppm,1.6,ppb,1.8,ppb,3.5,ppb,46.9,ppb,20,£gg/m3,22,£gg/m3,0,mm,57,%,1,ppb,2.11,ppm,289,degrees,281,degrees,3.3,m/sec,2,m/sec,22.1,62,2.4,279,6.2,278,0,C0H890-2024-01-03.csv,2024/1/3 11:00
72,Puli,Nantou_County,2024/1/3 12:00,22.2,C,2.06,ppm,0.3,ppm,0.03,ppm,2.1,ppb,2.2,ppb,4.4,ppb,45.6,ppb,26,£gg/m3,21,£gg/m3,0,mm,62,%,1.1,ppb,2.09,ppm,292,degrees,293,degrees,3.9,m/sec,4,m/sec,21.3,66,2.9,288,8,277,0,C0H890-2024-01-03.csv,2024/1/3 12:00
72,Puli,Nantou_County,2024/1/3 13:00,21.9,C,2.04,ppm,0.28,ppm,0.03,ppm,1.9,ppb,2,ppb,3.9,ppb,47.3,ppb,24,£gg/m3,18,£gg/m3,0,mm,63,%,1,ppb,2.08,ppm,290,degrees,292,degrees,2.9,m/sec,3.6,m/sec,21.2,65,2.5,312,6.9,317,0,C0H890-2024-01-03.csv,2024/1/3 13:00
72,Puli,Nantou_County,2024/1/3 14:00,21.8,C,2.04,ppm,0.28,ppm,0.03,ppm,1.6,ppb,1.9,ppb,3.5,ppb,49.2,ppb,28,£gg/m3,16,£gg/m3,0,mm,61,%,1,ppb,2.08,ppm,294,degrees,293,degrees,3.5,m/sec,2.8,m/sec,21.3,63,2.4,287,6.5,310,0,C0H890-2024-01-03.csv,2024/1/3 14:00
72,Puli,Nantou_County,2024/1/3 15:00,21.5,C,2.06,ppm,0.28,ppm,0.04,ppm,1.7,ppb,2.3,ppb,4,ppb,49.8,ppb,24,£gg/m3,10,£gg/m3,0,mm,62,%,1,ppb,2.1,ppm,289,degrees,276,degrees,2.5,m/sec,2.5,m/sec,20.1,67,2.4,313,5.7,287,0,C0H890-2024-01-03.csv,2024/1/3 15:00
72,Puli,Nantou_County,2024/1/3 16:00,20.5,C,2.06,ppm,0.31,ppm,0.08,ppm,1.6,ppb,4.2,ppb,5.9,ppb,47.7,ppb,19,£gg/m3,13,£gg/m3,0,mm,65,%,1,ppb,2.14,ppm,285,degrees,287,degrees,1.9,m/sec,2.2,m/sec,19,70,1.6,314,4.5,318,0,C0H890-2024-01-03.csv,2024/1/3 16:00
72,Puli,Nantou_County,2024/1/3 17:00,19.1,C,2.08,ppm,0.38,ppm,0.09,ppm,1.2,ppb,7.6,ppb,8.8,ppb,40.8,ppb,25,£gg/m3,19,£gg/m3,0,mm,70,%,1,ppb,2.17,ppm,287,degrees,294,degrees,1.8,m/sec,1.6,m/sec,17.5,75,1.5,291,3.2,289,0,C0H890-2024-01-03.csv,2024/1/3 17:00
72,Puli,Nantou_County,2024/1/3 18:00,17.8,C,2.08,ppm,0.36,ppm,0.09,ppm,1,ppb,7.3,ppb,8.3,ppb,39.4,ppb,22,£gg/m3,12,£gg/m3,0,mm,74,%,0.9,ppb,2.17,ppm,295,degrees,284,degrees,0.6,m/sec,1.2,m/sec,16.4,83,0.8,243,3.2,277,0,C0H890-2024-01-03.csv,2024/1/3 18:00
